Date,BRL_spot_FX_rate,Date,Current_account,Date,Trade_balance,Date,Implied_rate,Date,REER,Date,MOV_AVG_200D,Date,MOV_AVG_50D
8/17/17,3.1753,,,9/30/01,601,9/1/17,6.7218,8/21/17,79.3531,8/17/17,3.2152,8/17/17,3.221
8/16/17,3.1524,,,8/31/01,634,8/31/17,6.8456,8/18/17,79.2987,8/16/17,3.2153,8/16/17,3.2229
8/15/17,3.1702,,,7/31/01,113,8/30/17,7.0482,8/17/17,79.0927,8/15/17,3.2155,8/15/17,3.2254
8/14/17,3.1901,,,6/30/01,286,8/29/17,6.9931,8/16/17,79.2077,8/14/17,3.2155,8/14/17,3.228
8/11/17,3.1937,,,5/31/01,217,8/28/17,7.0851,8/15/17,78.3642,8/11/17,3.2153,8/11/17,3.2291
8/10/17,3.176,,,4/30/01,125,8/25/17,7.1535,8/14/17,78.7125,8/10/17,3.2149,8/10/17,3.2302
8/9/17,3.1557,,,3/31/01,-274,8/24/17,7.1279,8/11/17,79.1228,8/9/17,3.2146,8/9/17,3.2312
8/8/17,3.1265,,,2/28/01,82,8/23/17,7.1497,8/10/17,79.5381,8/8/17,3.2146,8/8/17,3.2333
8/7/17,3.126,,,1/31/01,-472,8/22/17,7.3484,8/9/17,79.6979,8/7/17,3.2147,8/7/17,3.2359
8/4/17,3.1318,,,12/31/00,-205,8/21/17,7.5003,8/8/17,80.2606,8/4/17,3.2149,8/4/17,3.2386
8/3/17,3.1146,,,11/30/00,-654,8/18/17,7.6147,8/7/17,80.3243,8/3/17,3.2152,8/3/17,3.2414
8/2/17,3.1137,,,10/31/00,-548,8/17/17,7.5768,8/4/17,80.5845,8/2/17,3.2156,8/2/17,3.2447
8/1/17,3.1265,,,9/30/00,-327,8/16/17,7.6022,8/3/17,80.2319,8/1/17,3.2161,8/1/17,3.2478
7/31/17,3.1254,,,8/31/00,98,8/15/17,7.655,8/2/17,80.335,7/31/17,3.2163,7/31/17,3.2506
7/28/17,3.1316,,,7/31/00,119,8/14/17,7.7133,8/1/17,80.5105,7/28/17,3.2167,7/28/17,3.2532
7/27/17,3.1507,,,6/30/00,258,8/11/17,7.8446,7/31/17,80.0034,7/27/17,3.2171,7/27/17,3.2581
7/26/17,3.1384,,,5/31/00,368,8/10/17,7.6182,7/28/17,79.9967,7/26/17,3.2174,7/26/17,3.2578
7/25/17,3.1725,,,4/30/00,187,8/9/17,7.566,7/27/17,79.7929,7/25/17,3.2179,7/25/17,3.257
7/24/17,3.1466,,,3/31/00,22,8/8/17,7.6207,7/26/17,79.7876,7/24/17,3.2181,7/24/17,3.2557
7/21/17,3.1433,,,2/29/00,79,8/7/17,7.6499,7/25/17,79.4822,7/21/17,3.2187,7/21/17,3.2553
7/20/17,3.1213,,,1/31/00,-115,8/4/17,7.783,7/24/17,80.0009,7/20/17,3.219,7/20/17,3.2552
7/19/17,3.1488,,,12/31/99,225,8/3/17,7.7043,7/21/17,80.6709,7/19/17,3.2197,7/19/17,3.2561
7/18/17,3.1565,,,11/30/99,-534,8/2/17,7.7011,7/20/17,80.2326,7/18/17,3.2203,7/18/17,3.2569
7/17/17,3.1824,,,10/31/99,-156,8/1/17,7.8269,7/19/17,80.0142,7/17/17,3.2206,7/17/17,3.2578
7/14/17,3.1796,,,9/30/99,-56,7/31/17,7.8989,7/18/17,79.82,7/14/17,3.2208,7/14/17,3.2577
7/13/17,3.2116,,,8/31/99,-189,7/28/17,7.9292,7/17/17,79.4752,7/13/17,3.2211,7/13/17,3.2578
7/12/17,3.2084,,,7/31/99,85,7/27/17,7.7825,7/14/17,79.346,7/12/17,3.2213,7/12/17,3.2569
7/11/17,3.2545,,,6/30/99,-148,7/26/17,7.7915,7/13/17,78.9335,7/11/17,3.2214,7/11/17,3.2558
7/10/17,3.2557,,,5/31/99,300,7/25/17,7.9579,7/12/17,78.643,7/10/17,3.2211,7/10/17,3.2542
7/7/17,3.2811,,,4/30/99,31,7/24/17,8.1051,7/11/17,78.2194,7/7/17,3.2211,7/7/17,3.2528
7/6/17,3.2984,,,3/31/99,-228,7/21/17,8.2557,7/10/17,77.9335,7/6/17,3.2211,7/6/17,3.2507
7/5/17,3.2891,,,2/28/99,101,7/20/17,8.0851,7/7/17,77.421,7/5/17,3.2209,7/5/17,3.2477
7/4/17,3.3096,,,1/31/99,-713,7/19/17,8.1062,7/6/17,76.9918,7/4/17,3.221,7/4/17,3.2444
7/3/17,3.3018,,,12/31/98,-515,7/18/17,8.3365,7/5/17,76.7507,7/3/17,3.2212,7/3/17,3.2412
6/30/17,3.3082,,,11/30/98,-1026,7/17/17,8.3383,7/3/17,76.868,6/30/17,3.2212,6/30/17,3.2382
6/29/17,3.3029,,,10/31/98,-1444,7/14/17,8.352,6/30/17,76.48,6/29/17,3.2209,6/29/17,3.2342
6/28/17,3.2797,,,9/30/98,-1188,7/13/17,8.373,6/29/17,76.4524,6/28/17,3.2208,6/28/17,3.2302
6/27/17,3.314,,,8/31/98,-168,7/12/17,8.4549,6/28/17,76.7128,6/27/17,3.2205,6/27/17,3.2274
6/26/17,3.2968,,,7/31/98,-424,7/11/17,8.6645,6/27/17,76.3388,6/26/17,3.2199,6/26/17,3.2237
6/23/17,3.3427,,,6/30/98,185,7/10/17,8.7157,6/26/17,76.6778,6/23/17,3.2198,6/23/17,3.2205
6/22/17,3.3422,,,5/31/98,-123,7/7/17,8.8354,6/23/17,76.2474,6/22/17,3.2194,6/22/17,3.2163
6/21/17,3.3358,,,4/30/98,-53,7/6/17,8.6568,6/22/17,76.2953,6/21/17,3.2189,6/21/17,3.2124
6/20/17,3.3274,,,3/31/98,-892,7/5/17,8.732,6/21/17,76.4248,6/20/17,3.2184,6/20/17,3.2085
6/19/17,3.2828,,,2/28/98,-227,7/4/17,8.9436,6/20/17,76.228,6/19/17,3.218,6/19/17,3.2044
6/16/17,3.2919,,,1/31/98,-731,7/3/17,8.9455,6/19/17,77.0407,6/16/17,3.2177,6/16/17,3.2006
6/14/17,3.2752,,,12/31/97,-765,6/30/17,8.7957,6/16/17,76.8859,6/14/17,3.2176,6/14/17,3.197
6/13/17,3.3144,,,11/30/97,-1287,6/29/17,8.786,6/15/17,77.3638,6/13/17,3.2174,6/13/17,3.194
6/12/17,3.3189,,,10/31/97,-853,6/28/17,8.8805,6/14/17,76.8399,6/12/17,3.2169,6/12/17,3.1907
6/9/17,3.2968,,,9/30/97,-848,6/27/17,8.8115,6/13/17,76.3078,6/9/17,3.2165,6/9/17,3.1867
6/8/17,3.2615,,,8/31/97,-295,6/26/17,8.7956,6/12/17,76.5204,6/8/17,3.216,6/8/17,3.1836
6/7/17,3.2696,,,7/31/97,-550,6/23/17,8.7899,6/9/17,77.2197,6/7/17,3.2157,6/7/17,3.1809
6/6/17,3.2782,,,6/30/97,-364,6/22/17,8.5444,6/8/17,77.1248,6/6/17,3.2156,6/6/17,3.1777
6/5/17,3.2966,,,5/31/97,-62,6/21/17,8.571,6/7/17,77.1636,6/5/17,3.2152,6/5/17,3.1749
6/2/17,3.2457,,,4/30/97,-898.68,6/20/17,8.7527,6/6/17,77.0638,6/2/17,3.2148,6/2/17,3.1708
6/1/17,3.2504,,,3/31/97,-902,6/19/17,8.8318,6/5/17,77.0226,6/1/17,3.2145,6/1/17,3.1676
5/31/17,3.227,,,2/28/97,-1103,6/16/17,9.0569,6/2/17,78.2503,5/31/17,3.2142,5/31/17,3.164
5/30/17,3.2579,,,1/31/97,1173,6/15/17,8.94,6/1/17,78.2971,5/30/17,3.2138,5/30/17,3.1613
5/29/17,3.2569,,,12/31/96,-1787,6/14/17,9.0492,5/31/17,78.3273,5/29/17,3.2131,5/29/17,3.1586
5/26/17,3.2602,,,11/30/96,-853,6/13/17,9.1076,5/30/17,78.0123,5/26/17,3.2125,5/26/17,3.1555
5/25/17,3.2752,,,10/31/96,-1308,6/12/17,9.212,5/26/17,78.2615,5/25/17,3.2121,5/25/17,3.1537
5/24/17,3.2776,,,9/30/96,-655,6/9/17,9.3293,5/25/17,77.5623,5/24/17,3.2116,5/24/17,3.1512
5/23/17,3.2702,,,8/31/96,-291,6/8/17,9.1325,5/24/17,78.0374,5/23/17,3.2111,5/23/17,3.1485
5/22/17,3.2666,,,7/31/96,-334,6/7/17,9.1444,5/23/17,78.0066,5/22/17,3.211,5/22/17,3.147
5/19/17,3.2543,,,6/30/96,-327,6/6/17,9.3079,5/22/17,77.5024,5/19/17,3.2109,5/19/17,3.145
5/18/17,3.3758,,,5/31/96,269,6/5/17,9.403,5/19/17,78.0185,5/18/17,3.211,5/18/17,3.1423
5/17/17,3.1391,,,4/30/96,197,6/2/17,9.4958,5/18/17,75.7753,5/17/17,3.2104,5/17/17,3.1376
5/16/17,3.0968,,,3/31/96,-469,6/1/17,9.3551,5/17/17,82.3752,5/16/17,3.2111,5/16/17,3.1371
5/15/17,3.1094,,,2/29/96,-29,5/31/17,9.4824,5/16/17,82.8158,5/15/17,3.212,5/15/17,3.1382
5/12/17,3.1224,,,1/31/96,33,5/30/17,9.6719,5/15/17,82.6005,5/12/17,3.2128,5/12/17,3.1379
5/11/17,3.1399,,,12/31/95,-57,5/29/17,9.727,5/12/17,82.2542,5/11/17,3.2136,5/11/17,3.1377
5/10/17,3.1674,,,11/30/95,-89,5/26/17,9.7581,5/11/17,81.7436,5/10/17,3.2142,5/10/17,3.1361
5/9/17,3.1894,,,10/31/95,329,5/25/17,9.487,5/10/17,81.6792,5/9/17,3.2147,5/9/17,3.1341
5/8/17,3.1981,,,9/30/95,480,5/24/17,9.4824,5/9/17,81.0941,5/8/17,3.2151,5/8/17,3.1322
5/5/17,3.1775,,,8/31/95,97,5/23/17,9.7029,5/8/17,80.3942,5/5/17,3.2153,5/5/17,3.13
5/4/17,3.1887,,,7/31/95,1,5/22/17,9.6761,5/5/17,80.7927,5/4/17,3.2157,5/4/17,3.1284
5/3/17,3.1662,,,6/30/95,-778,5/19/17,9.6853,5/4/17,80.5093,5/3/17,3.2162,5/3/17,3.1264
5/2/17,3.1514,,,5/31/95,-692,5/18/17,9.6237,5/3/17,81.3718,5/2/17,3.2166,5/2/17,3.1243
4/28/17,3.1768,,,4/30/95,-470,5/17/17,9.1663,5/2/17,80.8637,4/28/17,3.2172,4/28/17,3.1229
4/27/17,3.1846,,,3/31/95,-922,5/16/17,9.4108,5/1/17,80.665,4/27/17,3.2178,4/27/17,3.1216
4/26/17,3.1743,,,2/28/95,-1061,5/15/17,9.4528,4/28/17,80.3537,4/26/17,3.2184,4/26/17,3.1202
4/25/17,3.1472,,,1/31/95,-304,5/12/17,9.5825,4/27/17,80.5017,4/25/17,3.219,4/25/17,3.1193
4/24/17,3.1279,,,12/31/94,-809.8,5/11/17,9.3947,4/26/17,80.2289,4/24/17,3.2201,4/24/17,3.1187
4/20/17,3.1473,,,11/30/94,-408.3,5/10/17,9.5427,4/25/17,80.7898,4/20/17,3.2211,4/20/17,3.1185
4/19/17,3.1529,,,10/31/94,656.2,5/9/17,9.882,4/24/17,81.8967,4/19/17,3.2219,4/19/17,3.118
4/18/17,3.1081,,,9/30/94,1521,5/8/17,9.8139,4/21/17,81.5232,4/18/17,3.2225,4/18/17,3.1174
4/17/17,3.1001,,,8/31/94,1506.4,5/5/17,9.8087,4/20/17,81.3848,4/17/17,3.2231,4/17/17,3.1176
4/13/17,3.1442,,,7/31/94,1223.7,5/4/17,9.5809,4/19/17,81.6941,4/13/17,3.2237,4/13/17,3.1182
4/12/17,3.1256,,,6/30/94,1229.2,5/3/17,9.5928,4/18/17,82.5709,4/12/17,3.2241,4/12/17,3.1183
4/11/17,3.1374,,,5/31/94,1237.2,5/2/17,9.9004,4/17/17,82.5347,4/11/17,3.225,4/11/17,3.1183
4/10/17,3.1316,,,4/30/94,1482.9,5/1/17,9.8659,4/14/17,81.513,4/10/17,3.2262,4/10/17,3.1184
4/7/17,3.1464,,,3/31/94,1101.5,4/28/17,9.8182,4/13/17,81.8764,4/7/17,3.2274,4/7/17,3.1192
4/6/17,3.1434,,,2/28/94,748.2,4/27/17,9.9084,4/12/17,81.5647,4/6/17,3.2284,4/6/17,3.1197
4/5/17,3.1206,,,1/31/94,978.5,4/26/17,9.964,4/11/17,81.7242,4/5/17,3.2296,4/5/17,3.1202
4/4/17,3.0935,,,12/31/93,854.4,4/25/17,10.1012,4/10/17,81.9167,4/4/17,3.231,4/4/17,3.1211
4/3/17,3.1146,,,11/30/93,1131.6,4/24/17,9.9637,4/7/17,82.3432,4/3/17,3.2325,4/3/17,3.1227
3/31/17,3.122,,,10/31/93,1146.2,4/21/17,9.8472,4/6/17,82.7617,3/31/17,3.2341,3/31/17,3.1245
3/30/17,3.1508,,,9/30/93,1227.3,4/20/17,9.6909,4/5/17,83.1496,3/30/17,3.2358,3/30/17,3.1265
3/29/17,3.1197,,,8/31/93,1161.8,4/19/17,9.8348,4/4/17,82.5708,3/29/17,3.2374,3/29/17,3.1277
3/28/17,3.1413,,,7/31/93,652.9,4/18/17,10.3626,4/3/17,82.4774,3/28/17,3.2392,3/28/17,3.1302
3/27/17,3.1266,,,6/30/93,946.1,4/17/17,10.1452,3/31/17,81.4552,3/27/17,3.2409,3/27/17,3.1317
3/24/17,3.108,,,5/31/93,1294.4,4/14/17,9.665,3/30/17,82.2189,3/24/17,3.2424,3/24/17,3.1329
3/23/17,3.1407,,,4/30/93,903.1,4/13/17,9.8543,3/29/17,82.2865,3/23/17,3.2438,3/23/17,3.1347
3/22/17,3.0879,,,3/31/93,1508.1,4/12/17,9.7335,3/28/17,81.9118,3/22/17,3.2449,3/22/17,3.1357
3/21/17,3.0879,,,2/28/93,1457.7,4/11/17,9.9836,3/27/17,82.0747,3/21/17,3.2467,3/21/17,3.138
3/20/17,3.0724,,,1/31/93,1015.1,4/10/17,10.0582,3/24/17,82.419,3/20/17,3.2487,3/20/17,3.1407
3/17/17,3.0916,,,12/31/92,1197.1,4/7/17,9.9166,3/23/17,82.0508,3/17/17,3.251,3/17/17,3.1432
3/16/17,3.119,,,11/30/92,1514.7,4/6/17,10.0153,3/22/17,83.3574,3/16/17,3.2535,3/16/17,3.1458
3/15/17,3.1037,,,10/31/92,1227.8,4/5/17,10.1655,3/21/17,83.3524,3/15/17,3.2559,3/15/17,3.1487
3/14/17,3.1691,,,9/30/92,1372.4,4/4/17,10.1048,3/20/17,83.6972,3/14/17,3.2585,3/14/17,3.1523
3/13/17,3.1529,,,8/31/92,1402.4,4/3/17,10.2746,3/17/17,83.0597,3/13/17,3.2605,3/13/17,3.1541
3/10/17,3.1419,,,7/31/92,1484.9,3/31/17,10.1507,3/16/17,82.7322,3/10/17,3.2628,3/10/17,3.1561
3/9/17,3.193,,,6/30/92,1297.1,3/30/17,9.9707,3/15/17,82.1681,3/9/17,3.265,3/9/17,3.1588
3/8/17,3.1704,,,5/31/92,1351.7,3/29/17,10.0763,3/14/17,82.2065,3/8/17,3.2669,3/8/17,3.1604
3/7/17,3.1193,,,4/30/92,1177.2,3/28/17,10.1568,3/13/17,82.4501,3/7/17,3.2689,3/7/17,3.1626
3/6/17,3.1375,,,3/31/92,1429.2,3/27/17,10.2258,3/10/17,82.3514,3/6/17,3.2709,3/6/17,3.1656
3/3/17,3.1155,,,2/29/92,867.5,3/24/17,10.3803,3/9/17,82.162,3/3/17,3.273,3/3/17,3.1687
3/2/17,3.1534,,,1/31/92,916.8,3/23/17,10.2344,3/8/17,82.6648,3/2/17,3.2753,3/2/17,3.173
3/1/17,3.0938,,,12/31/91,705.3,3/22/17,10.3728,3/7/17,83.2691,3/1/17,3.2769,3/1/17,3.177
2/24/17,3.1104,,,11/30/91,452.1,3/21/17,10.53,3/6/17,83.2582,2/24/17,3.279,2/24/17,3.1825
2/23/17,3.0631,,,10/31/91,407.9,3/20/17,10.5304,3/3/17,82.9559,2/23/17,3.2811,2/23/17,3.188
2/22/17,3.0646,,,9/30/91,397.7,3/17/17,10.3654,3/2/17,83.1849,2/22/17,3.2832,2/22/17,3.1941
2/21/17,3.0964,,,8/31/91,652,3/16/17,10.2555,3/1/17,83.6751,2/21/17,3.2851,2/21/17,3.2002
2/20/17,3.0878,,,7/31/91,771.8,3/15/17,10.4135,2/28/17,83.3052,2/20/17,3.287,2/20/17,3.205
2/17/17,3.0978,,,6/30/91,973,3/14/17,10.5841,2/27/17,83.2158,2/17/17,3.2892,2/17/17,3.21
2/16/17,3.0898,,,5/31/91,1334.2,3/13/17,10.5643,2/24/17,83.1941,2/16/17,3.2912,2/16/17,3.2156
2/15/17,3.0574,,,4/30/91,1404.7,3/10/17,10.7363,2/23/17,84.4448,2/15/17,3.2934,2/15/17,3.2213
2/14/17,3.0852,,,3/31/91,1149.5,3/9/17,10.5684,2/22/17,84.3694,2/14/17,3.2959,2/14/17,3.228
2/13/17,3.1103,,,2/28/91,1024.8,3/8/17,10.5207,2/21/17,84.033,2/13/17,3.2982,2/13/17,3.2345
2/10/17,3.1151,,,1/31/91,1307,3/7/17,10.51,2/17/17,83.7644,2/10/17,3.3002,2/10/17,3.2408
2/9/17,3.1273,,,,,3/6/17,10.9013,2/16/17,84.2157,2/9/17,3.3018,2/9/17,3.248
2/8/17,3.1156,,,,,3/3/17,10.7886,2/15/17,84.832,2/8/17,3.3036,2/8/17,3.2547
2/7/17,3.121,,,,,3/2/17,10.5224,2/14/17,83.4929,2/7/17,3.3057,2/7/17,3.2601
2/6/17,3.1193,,,,,3/1/17,10.3755,2/13/17,83.4738,2/6/17,3.3077,2/6/17,3.2656
2/3/17,3.123,,,,,2/28/17,10.7222,2/10/17,83.368,2/3/17,3.3099,2/3/17,3.271
2/2/17,3.1217,,,,,2/27/17,10.7114,2/9/17,82.9434,2/2/17,3.3121,2/2/17,3.2768
2/1/17,3.1281,,,,,2/24/17,10.7337,2/8/17,83.1682,2/1/17,3.3142,2/1/17,3.2823
1/31/17,3.1486,,,,,2/23/17,10.9055,2/7/17,83.1242,1/31/17,3.3162,1/31/17,3.2875
1/30/17,3.1265,,,,,2/22/17,10.9551,2/6/17,83.0564,1/30/17,3.3185,1/30/17,3.2917
1/27/17,3.1409,,,,,2/21/17,10.8804,2/3/17,82.9662,1/27/17,3.3205,1/27/17,3.2962
1/26/17,3.1744,,,,,2/20/17,10.8359,2/2/17,82.8991,1/26/17,3.3223,1/26/17,3.301
1/25/17,3.1701,,,,,2/17/17,10.8574,2/1/17,82.3917,1/25/17,3.3239,1/25/17,3.3059
1/24/17,3.1705,,,,,2/16/17,10.8664,1/31/17,82.468,1/24/17,3.3255,1/24/17,3.311
1/23/17,3.1646,,,,,2/15/17,11.0539,1/30/17,83.6596,1/23/17,3.3271,1/23/17,3.3163
1/20/17,3.1743,,,,,2/14/17,11.1154,1/27/17,82.7364,1/20/17,3.3292,1/20/17,3.3211
1/19/17,3.2018,,,,,2/13/17,11.1229,1/26/17,81.84,1/19/17,3.3318,1/19/17,3.3255
1/18/17,3.2232,,,,,2/10/17,11.1298,1/25/17,82.1579,1/18/17,3.334,1/18/17,3.3259
1/17/17,3.2116,,,,,2/9/17,11.3792,1/24/17,82.1005,1/17/17,3.3363,1/17/17,3.3248
1/16/17,3.2414,,,,,2/8/17,11.4414,1/23/17,82.1936,1/16/17,3.3383,1/16/17,3.3247
1/13/17,3.2176,,,,,2/7/17,10.99,1/20/17,82.0129,1/13/17,3.3399,1/13/17,3.3246
1/12/17,3.1868,,,,,2/6/17,11.3151,1/19/17,81.8333,1/12/17,3.3418,1/12/17,3.3251
1/11/17,3.197,,,,,2/3/17,11.3674,1/18/17,81.0147,1/11/17,3.3438,1/11/17,3.326
1/10/17,3.1941,,,,,2/2/17,11.3929,1/17/17,81.2577,1/10/17,3.346,1/10/17,3.3259
1/9/17,3.1997,,,,,2/1/17,10.85,1/13/17,81.7727,1/9/17,3.3482,1/9/17,3.3261
1/6/17,3.2226,,,,,1/31/17,10.88,1/12/17,82.1731,1/6/17,3.3506,1/6/17,3.3254
1/5/17,3.1988,,,,,1/30/17,11.1596,1/11/17,82.3765,1/5/17,3.3529,1/5/17,3.3238
1/4/17,3.2213,,,,,1/27/17,11.025,1/10/17,82.2568,1/4/17,3.3548,1/4/17,3.322
1/3/17,3.265,,,,,1/26/17,11.2,1/9/17,82.3852,1/3/17,3.3568,1/3/17,3.3201
1/2/17,3.2859,,,,,1/25/17,11.05,1/6/17,81.6804,1/2/17,3.3586,1/2/17,3.3179
12/30/16,3.2552,,,,,1/24/17,11.6625,1/5/17,81.8229,12/30/16,3.3603,12/30/16,3.315
12/29/16,3.2538,,,,,1/23/17,11,1/4/17,81.9677,12/29/16,3.3628,12/29/16,3.3133
12/28/16,3.2778,,,,,1/20/17,11.035,1/3/17,81.2809,12/28/16,3.3653,12/28/16,3.312
12/27/16,3.2734,,,,,1/19/17,11.259,12/30/16,80.7955,12/27/16,3.3672,12/27/16,3.3105
12/26/16,3.28,,,,,1/18/17,11.24,12/29/16,81.1177,12/26/16,3.3688,12/26/16,3.3092
12/23/16,3.2703,,,,,1/17/17,11.7598,12/28/16,80.3955,12/23/16,3.3705,12/23/16,3.3071
12/22/16,3.2916,,,,,1/16/17,11.46,12/27/16,80.3487,12/22/16,3.3726,12/22/16,3.3056
12/21/16,3.3309,,,,,1/13/17,11.41,12/23/16,80.5307,12/21/16,3.3749,12/21/16,3.3039
12/20/16,3.3503,,,,,1/12/17,11.55,12/22/16,79.4825,12/20/16,3.3772,12/20/16,3.3017
12/19/16,3.3695,,,,,1/11/17,12.2097,12/21/16,79.0336,12/19/16,3.3792,12/19/16,3.2993
12/16/16,3.3879,,,,,1/10/17,12.1272,12/20/16,78.4164,12/16/16,3.3814,12/16/16,3.2963
12/15/16,3.3651,,,,,1/9/17,12.0143,12/19/16,78.0624,12/15/16,3.3839,12/15/16,3.2937
12/14/16,3.3715,,,,,1/6/17,11.8094,12/16/16,77.8404,12/14/16,3.3867,12/14/16,3.2906
12/13/16,3.3344,,,,,1/5/17,11.6907,12/15/16,77.8283,12/13/16,3.39,12/13/16,3.2884
12/12/16,3.3377,,,,,1/4/17,11.445,12/14/16,78.2709,12/12/16,3.3933,12/12/16,3.287
12/9/16,3.3802,,,,,1/3/17,12.0365,12/13/16,78.4478,12/9/16,3.3964,12/9/16,3.2845
12/8/16,3.3753,,,,,1/2/17,11.7872,12/12/16,78.0317,12/8/16,3.3993,12/8/16,3.2816
12/7/16,3.3925,,,,,12/30/16,11.7258,12/9/16,77.8761,12/7/16,3.4022,12/7/16,3.279
12/6/16,3.41,,,,,12/29/16,11.42,12/8/16,77.3676,12/6/16,3.405,12/6/16,3.276
12/5/16,3.423,,,,,12/28/16,11.5774,12/7/16,76.5282,12/5/16,3.408,12/5/16,3.2722
12/2/16,3.4769,,,,,12/27/16,11.6446,12/6/16,76.2365,12/2/16,3.4111,12/2/16,3.2679
12/1/16,3.4645,,,,,12/26/16,11.235,12/5/16,76.0014,12/1/16,3.4136,12/1/16,3.2635
11/30/16,3.3858,,,,,12/23/16,11.46,12/2/16,75.5903,11/30/16,3.4166,11/30/16,3.2597
11/29/16,3.3928,,,,,12/22/16,11.631,12/1/16,75.4117,11/29/16,3.4197,11/29/16,3.2572
11/28/16,3.3876,,,,,12/21/16,11.14,11/30/16,77.4903,11/28/16,3.4227,11/28/16,3.2554
11/25/16,3.4141,,,,,12/20/16,10.8,11/29/16,76.8965,11/25/16,3.4258,11/25/16,3.2546
11/24/16,3.3968,,,,,12/19/16,11.1513,11/28/16,77.3086,11/24/16,3.4284,11/24/16,3.2526
11/23/16,3.3903,,,,,12/16/16,11.3055,11/25/16,76.6579,11/23/16,3.4309,11/23/16,3.2496
11/22/16,3.3563,,,,,12/15/16,11.2,11/23/16,76.8224,11/22/16,3.4334,11/22/16,3.2473
11/21/16,3.3516,,,,,12/14/16,11.34,11/22/16,77.7294,11/21/16,3.4361,11/21/16,3.2444
11/18/16,3.3818,,,,,12/13/16,11.9224,11/21/16,77.8406,11/18/16,3.4393,11/18/16,3.2413
11/17/16,3.4211,,,,,12/12/16,11.39,11/18/16,77.1206,11/17/16,3.4422,11/17/16,3.2393
11/16/16,3.4262,,,,,12/9/16,11.4344,11/17/16,76.2682,11/16/16,3.4451,11/16/16,3.2361
11/14/16,3.4344,,,,,12/8/16,11.3493,11/16/16,76.0261,11/14/16,3.4483,11/14/16,3.2327
11/11/16,3.4023,,,,,12/7/16,11.7086,11/15/16,75.596,11/11/16,3.4517,11/11/16,3.2285
11/10/16,3.3932,,,,,12/6/16,12.1537,11/14/16,75.5069,11/10/16,3.4549,11/10/16,3.2253
11/9/16,3.2254,,,,,12/5/16,12.1324,11/11/16,75.668,11/9/16,3.4584,11/9/16,3.222
11/8/16,3.1686,,,,,12/2/16,11.83,11/10/16,76.57,11/8/16,3.4627,11/8/16,3.2228
11/7/16,3.2061,,,,,12/1/16,11.9444,11/9/16,79.5517,11/7/16,3.4677,11/7/16,3.2242
11/4/16,3.2362,,,,,11/30/16,11.4464,11/8/16,80.1236,11/4/16,3.4721,11/4/16,3.2245
11/3/16,3.242,,,,,11/29/16,11.8443,11/7/16,79.7545,11/3/16,3.4763,11/3/16,3.2245
11/1/16,3.2317,,,,,11/28/16,12.05,11/4/16,78.5717,11/1/16,3.4802,11/1/16,3.2237
10/31/16,3.1936,,,,,11/25/16,11.94,11/3/16,78.5699,10/31/16,3.4843,10/31/16,3.2232
10/28/16,3.2006,,,,,11/24/16,12.2069,11/2/16,78.5681,10/28/16,3.4883,10/28/16,3.2241
10/27/16,3.1665,,,,,11/23/16,11.94,11/1/16,78.7634,10/27/16,3.4924,10/27/16,3.2242
10/26/16,3.1405,,,,,11/22/16,12.3506,10/31/16,80.4493,10/26/16,3.4967,10/26/16,3.2249
10/25/16,3.1127,,,,,11/21/16,12.4255,10/28/16,80.2791,10/25/16,3.5013,10/25/16,3.2258
10/24/16,3.1223,,,,,11/18/16,11.79,10/27/16,81.2463,10/24/16,3.5059,10/24/16,3.2274
10/21/16,3.1563,,,,,11/17/16,11.958,10/26/16,81.5715,10/21/16,3.5105,10/21/16,3.2278
10/20/16,3.142,,,,,11/16/16,11.845,10/25/16,81.8751,10/20/16,3.5148,10/20/16,3.2273
10/19/16,3.169,,,,,11/15/16,12.3098,10/24/16,81.6915,10/19/16,3.5192,10/19/16,3.2273
10/18/16,3.1877,,,,,11/14/16,11.92,10/21/16,80.9029,10/18/16,3.5235,10/18/16,3.2274
10/17/16,3.2046,,,,,11/11/16,11.88,10/20/16,80.775,10/17/16,3.5274,10/17/16,3.227
10/14/16,3.2062,,,,,11/10/16,12.2863,10/19/16,80.1477,10/14/16,3.5312,10/14/16,3.2267
10/13/16,3.1787,,,,,11/9/16,12.2364,10/18/16,80.111,10/13/16,3.5344,10/13/16,3.2274
10/11/16,3.1954,,,,,11/8/16,12.5064,10/17/16,79.6908,10/11/16,3.5378,10/11/16,3.229
10/10/16,3.2065,,,,,11/7/16,11.985,10/14/16,79.6485,10/10/16,3.5416,10/10/16,3.2304
10/7/16,3.2212,,,,,11/4/16,12.6862,10/13/16,79.4782,10/7/16,3.5453,10/7/16,3.2312
10/6/16,3.228,,,,,11/3/16,12.3195,10/12/16,79.6192,10/6/16,3.5491,10/6/16,3.2327
10/5/16,3.2213,,,,,11/2/16,12.3681,10/11/16,79.2847,10/5/16,3.553,10/5/16,3.2333
10/4/16,3.258,,,,,11/1/16,12.4443,10/7/16,78.4831,10/4/16,3.5568,10/4/16,3.2344
10/3/16,3.2099,,,,,10/31/16,12.859,10/6/16,78.4895,10/3/16,3.5599,10/3/16,3.235
9/30/16,3.2624,,,,,10/28/16,12.7114,10/5/16,78.2178,9/30/16,3.5633,9/30/16,3.2359
9/29/16,3.2597,,,,,10/27/16,12.3715,10/4/16,78.1627,9/29/16,3.5663,9/29/16,3.2361
